variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
gene-SPN23F_RS05985	6.60E-01	6.11E-01	9.36E-01	-7.51E-03	9.37E-02	4.64E-03	
gene-SPN23F_RS05990	4.07E-01	9.78E-01	1.85E-01	-1.26E-01	9.48E-02	7.68E-02	
gene-SPN23F_RS05995	3.33E-02	2.00E-02	7.09E-01	-6.01E-02	1.61E-01	2.17E-02	bad-chisq
gene-SPN23F_RS06000	6.43E-01	6.42E-03	5.45E-01	7.02E-02	1.16E-01	3.51E-02	
gene-SPN23F_RS06005	7.43E-01	6.63E-01	3.83E-01	1.10E-01	1.26E-01	5.06E-02	
gene-SPN23F_RS06010	8.93E-01	1.79E-02	6.28E-01	-3.81E-02	7.85E-02	2.81E-02	
gene-SPN23F_RS06025	4.07E-01	1.42E-03	3.45E-01	9.14E-02	9.66E-02	5.47E-02	
gene-SPN23F_RS06030	5.33E-01	7.70E-03	3.89E-01	8.65E-02	1.00E-01	4.99E-02	
gene-SPN23F_RS06035	2.93E-01	6.99E-02	1.78E-01	1.19E-01	8.79E-02	7.79E-02	
gene-SPN23F_RS06040	4.83E-01	6.45E-08	5.36E-01	6.11E-02	9.87E-02	3.58E-02	
gene-SPN23F_RS06045	2.13E-01	3.70E-02	4.87E-01	7.31E-02	1.05E-01	4.03E-02	
gene-SPN23F_RS06050	1.00E-02	2.08E-01	5.14E-01	-2.93E-01	4.49E-01	3.78E-02	bad-chisq
gene-SPN23F_RS06055	2.50E-01	1.40E-01	3.90E-01	7.29E-02	8.46E-02	4.98E-02	
gene-SPN23F_RS06075	8.07E-01	3.33E-02	2.00E-01	1.13E-01	8.82E-02	7.42E-02	
gene-SPN23F_RS13545	3.67E-01	1.87E-01	7.25E-01	-3.01E-02	8.55E-02	2.04E-02	
gene-SPN23F_RS06140	7.33E-02	4.26E-04	5.97E-01	-6.14E-02	1.16E-01	3.06E-02	bad-chisq
gene-SPN23F_RS06150	1.00E-02	2.08E-01	5.40E-01	-1.31E-01	2.14E-01	3.55E-02	bad-chisq
gene-SPN23F_RS06165	1.00E-02	1.61E-02	4.66E-01	1.68E-01	2.29E-01	4.23E-02	bad-chisq
gene-SPN23F_RS06185	1.83E-01	1.28E-05	6.62E-01	-2.23E-02	5.10E-02	2.54E-02	
gene-SPN23F_RS06210	6.67E-02	5.95E-02	6.89E-01	4.17E-02	1.04E-01	2.32E-02	
gene-SPN23F_RS06260	7.57E-01	6.59E-08	2.19E-01	1.04E-01	8.43E-02	7.11E-02	
gene-SPN23F_RS06265	3.70E-01	9.78E-01	5.74E-01	-4.69E-02	8.33E-02	3.26E-02	
gene-SPN23F_RS06270	3.80E-01	9.72E-01	6.37E-01	-3.63E-02	7.68E-02	2.73E-02	
gene-SPN23F_RS13555	6.83E-01	3.38E-09	1.39E-01	1.94E-01	1.30E-01	8.57E-02	
gene-SPN23F_RS06395	3.97E-01	3.03E-01	8.68E-01	-2.01E-02	1.20E-01	9.67E-03	
gene-SPN23F_RS06530	8.00E-02	4.30E-01	4.72E-02	2.81E-01	1.41E-01	1.15E-01	
gene-SPN23F_RS06535	1.07E-01	1.14E-01	2.17E-01	1.30E-01	1.05E-01	7.15E-02	
gene-SPN23F_RS06640	7.33E-02	7.96E-01	5.05E-01	8.26E-02	1.24E-01	3.86E-02	
gene-SPN23F_RS06645	8.00E-02	4.30E-01	9.70E-01	3.31E-03	8.66E-02	2.21E-03	
gene-SPN23F_RS06650	3.00E-02	4.66E-04	9.50E-01	1.07E-02	1.69E-01	3.64E-03	bad-chisq
gene-SPN23F_RS06675	3.33E-02	9.93E-02	7.25E-01	-5.98E-02	1.70E-01	2.04E-02	bad-chisq
gene-SPN23F_RS06680	2.33E-01	5.81E-04	9.80E-01	2.94E-03	1.20E-01	1.42E-03	
gene-SPN23F_RS06685	2.73E-01	6.14E-01	7.46E-01	-4.73E-02	1.46E-01	1.88E-02	
gene-SPN23F_RS06690	9.57E-01	1.41E-01	8.63E-01	3.24E-02	1.87E-01	1.00E-02	
gene-SPN23F_RS06695	9.00E-01	1.07E-02	3.32E-01	1.11E-01	1.15E-01	5.62E-02	
gene-SPN23F_RS06700	6.33E-02	7.86E-02	9.03E-01	-2.93E-02	2.41E-01	7.06E-03	
gene-SPN23F_RS06705	1.03E-01	3.47E-01	9.19E-01	-1.18E-02	1.16E-01	5.92E-03	
gene-SPN23F_RS06710	3.70E-01	5.09E-06	1.58E-02	-3.42E-01	1.41E-01	1.39E-01	
gene-SPN23F_RS06715	1.97E-01	1.93E-01	3.69E-01	9.54E-02	1.06E-01	5.20E-02	
gene-SPN23F_RS06720	6.00E-02	2.88E-03	2.90E-02	6.66E-01	3.03E-01	1.26E-01	
gene-SPN23F_RS06725	5.97E-01	1.35E-09	3.59E-01	-1.23E-01	1.33E-01	5.31E-02	
gene-SPN23F_RS06730	5.83E-01	7.29E-05	5.94E-01	-4.74E-02	8.88E-02	3.09E-02	
gene-SPN23F_RS06735	5.07E-01	9.75E-02	1.12E-01	1.61E-01	1.01E-01	9.19E-02	
gene-SPN23F_RS06740	7.27E-01	3.90E-01	1.81E-01	2.00E-01	1.49E-01	7.75E-02	
gene-SPN23F_RS06745	5.50E-01	3.45E-02	7.49E-01	3.29E-02	1.03E-01	1.85E-02	
gene-SPN23F_RS06750	8.57E-01	7.04E-04	7.61E-02	2.06E-01	1.16E-01	1.03E-01	
gene-SPN23F_RS06755	3.97E-01	3.38E-01	1.42E-01	1.46E-01	9.90E-02	8.49E-02	
gene-SPN23F_RS06760	8.73E-01	3.26E-03	3.40E-01	1.43E-01	1.50E-01	5.53E-02	
gene-SPN23F_RS06765	2.77E-01	1.78E-03	5.85E-01	-5.86E-02	1.07E-01	3.16E-02	
gene-SPN23F_RS06770	5.23E-01	1.51E-01	1.73E-01	-1.06E-01	7.79E-02	7.89E-02	
gene-SPN23F_RS06775	5.10E-01	2.31E-03	9.04E-02	-1.56E-01	9.16E-02	9.79E-02	
gene-SPN23F_RS06780	9.07E-01	7.98E-01	8.38E-01	-2.47E-02	1.20E-01	1.19E-02	
gene-SPN23F_RS06785	8.33E-01	9.57E-01	5.74E-01	-9.46E-02	1.68E-01	3.26E-02	
gene-SPN23F_RS06790	3.77E-01	6.74E-03	6.76E-02	-1.61E-01	8.77E-02	1.06E-01	
gene-SPN23F_RS06795	8.23E-01	7.03E-01	9.81E-01	3.06E-03	1.25E-01	1.41E-03	
gene-SPN23F_RS06800	9.47E-01	7.89E-01	5.50E-01	1.09E-01	1.82E-01	3.47E-02	
gene-SPN23F_RS06805	8.47E-01	3.46E-01	9.83E-01	-2.45E-03	1.18E-01	1.20E-03	
gene-SPN23F_RS06810	6.97E-01	4.66E-01	7.80E-01	3.58E-02	1.28E-01	1.62E-02	
gene-SPN23F_RS06815	8.00E-01	8.55E-01	6.27E-01	-5.94E-02	1.22E-01	2.82E-02	
gene-SPN23F_RS06820	4.47E-01	8.66E-02	1.88E-01	-1.46E-01	1.10E-01	7.62E-02	
gene-SPN23F_RS06825	2.30E-01	7.15E-03	5.88E-01	7.02E-02	1.29E-01	3.14E-02	
gene-SPN23F_RS06830	6.57E-01	3.89E-01	2.79E-01	-1.40E-01	1.29E-01	6.27E-02	
gene-SPN23F_RS06835	5.27E-01	1.50E-08	6.67E-02	-1.91E-01	1.04E-01	1.06E-01	
gene-SPN23F_RS06840	1.97E-01	3.19E-01	3.97E-01	-7.82E-02	9.21E-02	4.91E-02	
gene-SPN23F_RS06845	2.17E-01	8.40E-01	7.41E-01	3.41E-02	1.03E-01	1.92E-02	
gene-SPN23F_RS06850	4.13E-01	1.80E-01	9.43E-01	7.26E-03	1.02E-01	4.14E-03	
gene-SPN23F_RS06855	8.93E-01	9.96E-01	3.76E-01	-1.37E-01	1.54E-01	5.13E-02	
gene-SPN23F_RS06860	3.50E-01	9.26E-08	1.72E-01	1.17E-01	8.52E-02	7.91E-02	
gene-SPN23F_RS06865	7.63E-01	1.14E-03	5.73E-01	-5.89E-02	1.04E-01	3.27E-02	
gene-SPN23F_RS06870	6.07E-01	3.85E-01	2.52E-01	-1.15E-01	1.00E-01	6.63E-02	
gene-SPN23F_RS06880	1.73E-01	9.83E-02	7.87E-01	-4.63E-02	1.71E-01	1.57E-02	
gene-SPN23F_RS06885	2.73E-01	2.57E-01	6.52E-02	-1.94E-01	1.05E-01	1.07E-01	
gene-SPN23F_RS06890	2.13E-01	5.47E-01	7.08E-01	6.84E-02	1.82E-01	2.17E-02	
gene-SPN23F_RS06900	1.67E-02	1.03E-01	5.96E-01	-1.94E-01	3.66E-01	3.07E-02	bad-chisq
gene-SPN23F_RS06905	8.17E-01	9.71E-01	7.23E-01	4.34E-02	1.23E-01	2.05E-02	
gene-SPN23F_RS06910	6.50E-01	9.90E-01	9.12E-01	1.19E-02	1.08E-01	6.41E-03	
gene-SPN23F_RS06915	3.33E-02	9.93E-02	4.25E-01	-2.28E-01	2.86E-01	4.63E-02	bad-chisq
gene-SPN23F_RS06925	7.83E-01	1.67E-01	1.16E-01	-1.69E-01	1.07E-01	9.10E-02	
gene-SPN23F_RS06930	3.10E-01	7.18E-12	4.43E-02	1.93E-01	9.55E-02	1.16E-01	
gene-SPN23F_RS06935	7.07E-01	1.64E-01	4.81E-01	7.69E-02	1.09E-01	4.08E-02	
gene-SPN23F_RS06940	1.33E-01	9.18E-04	5.08E-01	9.24E-02	1.39E-01	3.84E-02	
gene-SPN23F_RS06945	2.67E-01	3.58E-09	4.33E-02	-2.44E-01	1.20E-01	1.17E-01	
gene-SPN23F_RS06950	1.30E-01	1.92E-01	3.28E-01	1.03E-01	1.05E-01	5.66E-02	
gene-SPN23F_RS06955	3.17E-01	5.36E-02	4.55E-01	7.27E-02	9.71E-02	4.33E-02	
gene-SPN23F_RS06960	3.30E-01	4.39E-01	4.01E-01	-9.20E-02	1.09E-01	4.87E-02	
gene-SPN23F_RS06965	1.00E-02	1.61E-02	2.75E-01	3.00E-01	2.74E-01	6.33E-02	bad-chisq
gene-SPN23F_RS06970	3.47E-01	2.73E-01	9.82E-01	2.60E-03	1.14E-01	1.32E-03	
gene-SPN23F_RS06975	5.83E-01	4.72E-01	4.55E-01	-8.95E-02	1.20E-01	4.33E-02	
gene-SPN23F_RS14125	5.50E-01	7.41E-01	2.11E-01	1.20E-01	9.60E-02	7.24E-02	
gene-SPN23F_RS14210	8.73E-01	4.75E-01	8.41E-01	2.91E-02	1.45E-01	1.16E-02	
gene-SPN23F_RS06990	6.13E-01	5.87E-01	2.03E-01	1.54E-01	1.21E-01	7.37E-02	
gene-SPN23F_RS06995	2.40E-01	7.38E-02	6.27E-02	2.48E-01	1.33E-01	1.08E-01	
gene-SPN23F_RS07000	3.37E-01	3.92E-01	5.37E-01	6.40E-02	1.04E-01	3.57E-02	
gene-SPN23F_RS07005	1.90E-01	1.73E-06	9.78E-01	3.54E-03	1.29E-01	1.59E-03	
gene-SPN23F_RS07010	2.20E-01	4.35E-01	3.50E-01	1.18E-01	1.26E-01	5.42E-02	
gene-SPN23F_RS12405	1.53E-01	2.87E-07	9.34E-01	-1.15E-02	1.40E-01	4.79E-03	
gene-SPN23F_RS07035	6.40E-01	3.61E-04	1.59E-01	1.05E-01	7.45E-02	8.15E-02	
gene-SPN23F_RS07050	5.87E-01	3.68E-04	9.43E-01	-5.59E-03	7.83E-02	4.14E-03	
gene-SPN23F_RS07055	1.57E-01	1.96E-01	4.31E-01	-1.12E-01	1.43E-01	4.56E-02	
gene-SPN23F_RS07060	5.93E-01	1.30E-01	2.06E-01	-1.33E-01	1.05E-01	7.32E-02	
gene-SPN23F_RS07065	4.50E-01	2.54E-03	1.53E-01	-1.52E-01	1.06E-01	8.27E-02	
gene-SPN23F_RS07070	2.73E-01	1.58E-02	4.92E-01	-8.14E-02	1.18E-01	3.98E-02	
gene-SPN23F_RS07075	4.33E-01	9.08E-03	2.42E-01	-1.39E-01	1.19E-01	6.78E-02	
gene-SPN23F_RS07080	4.37E-01	7.12E-03	1.93E-01	-1.55E-01	1.19E-01	7.53E-02	
gene-SPN23F_RS07100	2.90E-01	8.17E-03	7.53E-01	-3.74E-02	1.19E-01	1.83E-02	
gene-SPN23F_RS07105	2.50E-01	1.40E-02	7.51E-01	-2.27E-02	7.17E-02	1.84E-02	
gene-SPN23F_RS07110	1.53E-01	1.58E-05	2.58E-01	-1.25E-01	1.10E-01	6.56E-02	
gene-SPN23F_RS07115	2.67E-01	2.13E-01	5.99E-01	8.43E-02	1.60E-01	3.04E-02	
gene-SPN23F_RS07120	8.00E-01	2.85E-06	5.29E-01	-1.01E-01	1.60E-01	3.65E-02	
gene-SPN23F_RS07125	8.60E-01	6.28E-05	1.45E-01	2.12E-01	1.45E-01	8.43E-02	
gene-SPN23F_RS07130	6.63E-01	2.29E-01	1.82E-01	1.29E-01	9.65E-02	7.72E-02	
gene-SPN23F_RS07135	2.57E-01	3.84E-02	6.03E-01	-5.77E-02	1.11E-01	3.02E-02	
gene-SPN23F_RS07140	3.50E-01	6.01E-01	5.84E-01	-5.34E-02	9.73E-02	3.18E-02	
gene-SPN23F_RS07145	6.57E-01	7.27E-01	7.41E-01	-3.52E-02	1.07E-01	1.91E-02	
gene-SPN23F_RS07150	5.70E-01	2.54E-03	8.25E-01	-1.99E-02	8.98E-02	1.28E-02	
gene-SPN23F_RS07155	8.30E-01	6.30E-01	9.63E-01	-7.78E-03	1.66E-01	2.72E-03	
gene-SPN23F_RS07170	6.00E-02	2.88E-03	1.37E-01	5.40E-01	3.62E-01	8.60E-02	
gene-SPN23F_RS07175	3.03E-01	2.08E-01	7.76E-01	2.97E-02	1.05E-01	1.65E-02	
gene-SPN23F_RS07180	8.03E-01	7.89E-02	9.87E-01	1.86E-03	1.15E-01	9.33E-04	
gene-SPN23F_RS07185	2.67E-02	3.82E-02	6.65E-01	-1.81E-01	4.18E-01	2.51E-02	bad-chisq
gene-SPN23F_RS07190	1.80E-01	8.84E-01	7.50E-01	-3.33E-02	1.04E-01	1.85E-02	
gene-SPN23F_RS07195	1.40E-01	2.64E-03	8.21E-01	-4.31E-02	1.90E-01	1.31E-02	
gene-SPN23F_RS07200	1.83E-01	1.25E-01	6.91E-01	-4.92E-02	1.24E-01	2.30E-02	
gene-SPN23F_RS07205	4.87E-01	8.30E-02	5.39E-01	-5.92E-02	9.62E-02	3.56E-02	
gene-SPN23F_RS07210	2.23E-01	7.71E-01	2.74E-01	1.04E-01	9.47E-02	6.34E-02	
gene-SPN23F_RS07215	3.20E-01	1.95E-02	9.69E-01	4.20E-03	1.08E-01	2.25E-03	
gene-SPN23F_RS07220	5.63E-01	1.44E-02	6.32E-01	-4.82E-02	1.01E-01	2.77E-02	
gene-SPN23F_RS07225	2.47E-01	1.39E-05	8.31E-01	-2.52E-02	1.18E-01	1.24E-02	
gene-SPN23F_RS07230	9.00E-02	8.19E-05	7.62E-01	-3.66E-02	1.21E-01	1.75E-02	bad-chisq
gene-SPN23F_RS07235	3.90E-01	3.40E-01	3.82E-01	7.79E-02	8.90E-02	5.07E-02	
gene-SPN23F_RS07240	2.83E-01	1.32E-02	9.01E-01	-1.41E-02	1.13E-01	7.20E-03	
gene-SPN23F_RS07245	5.93E-01	6.01E-01	8.41E-01	1.86E-02	9.27E-02	1.16E-02	
gene-SPN23F_RS07250	5.23E-01	5.99E-04	6.74E-01	3.94E-02	9.36E-02	2.44E-02	
gene-SPN23F_RS07255	3.23E-01	7.40E-03	8.74E-01	-1.69E-02	1.06E-01	9.21E-03	
gene-SPN23F_RS07260	7.40E-01	1.09E-01	9.79E-01	-2.33E-03	8.87E-02	1.52E-03	
gene-SPN23F_RS07265	4.37E-01	4.66E-01	6.28E-01	4.52E-02	9.32E-02	2.81E-02	
gene-SPN23F_RS07270	3.93E-01	1.13E-04	9.17E-01	-9.10E-03	8.73E-02	6.04E-03	
gene-SPN23F_RS07275	7.77E-01	1.44E-01	8.86E-01	1.28E-02	8.97E-02	8.29E-03	
gene-SPN23F_RS07280	7.53E-01	6.96E-07	9.57E-01	7.75E-03	1.43E-01	3.13E-03	
gene-SPN23F_RS07290	4.50E-01	5.17E-01	6.56E-01	-4.50E-02	1.01E-01	2.58E-02	
gene-SPN23F_RS07295	4.93E-01	1.57E-01	7.69E-01	-3.54E-02	1.20E-01	1.71E-02	
gene-SPN23F_RS07345	6.77E-01	2.01E-04	7.40E-01	-3.25E-02	9.78E-02	1.92E-02	
gene-SPN23F_RS07350	6.27E-01	6.10E-02	9.70E-01	-3.84E-03	1.02E-01	2.19E-03	
gene-SPN23F_RS07355	7.33E-01	1.99E-02	1.75E-01	1.74E-01	1.28E-01	7.85E-02	
gene-SPN23F_RS07360	6.60E-01	3.95E-02	6.24E-01	4.38E-02	8.94E-02	2.84E-02	
gene-SPN23F_RS14215	4.00E-02	1.96E-05	8.09E-02	7.49E-01	4.27E-01	1.01E-01	bad-chisq
gene-SPN23F_RS07385	4.53E-01	4.55E-05	6.41E-01	-4.32E-02	9.26E-02	2.70E-02	
gene-SPN23F_RS07390	5.80E-01	8.15E-03	8.76E-01	-1.32E-02	8.48E-02	9.02E-03	
gene-SPN23F_RS07395	2.53E-01	4.77E-03	7.75E-01	-2.55E-02	8.91E-02	1.65E-02	
gene-SPN23F_RS07400	3.80E-01	7.75E-01	7.98E-01	3.56E-02	1.39E-01	1.48E-02	
gene-SPN23F_RS07405	7.67E-02	1.86E-01	6.86E-01	-5.48E-02	1.35E-01	2.35E-02	
gene-SPN23F_RS07410	5.03E-01	2.10E-01	5.60E-01	5.75E-02	9.86E-02	3.38E-02	
gene-SPN23F_RS07415	1.43E-01	9.84E-02	4.46E-01	-8.03E-02	1.05E-01	4.42E-02	
gene-SPN23F_RS07420	4.30E-01	5.06E-01	6.10E-01	-5.85E-02	1.14E-01	2.96E-02	
gene-SPN23F_RS07425	2.00E-02	3.57E-01	9.84E-01	1.36E-02	6.71E-01	1.17E-03	bad-chisq
gene-SPN23F_RS07430	3.33E-02	8.66E-06	3.50E-01	4.56E-01	4.87E-01	5.41E-02	bad-chisq
gene-SPN23F_RS07435	1.50E-01	1.15E-03	5.81E-01	-9.02E-02	1.63E-01	3.20E-02	
gene-SPN23F_RS07440	4.23E-01	3.55E-08	1.66E-01	1.83E-01	1.32E-01	8.03E-02	
gene-SPN23F_RS07445	2.67E-02	8.48E-01	4.90E-01	2.84E-01	4.11E-01	4.00E-02	bad-chisq
gene-SPN23F_RS07450	1.70E-01	3.51E-02	7.52E-01	4.10E-02	1.30E-01	1.83E-02	
gene-SPN23F_RS07455	3.60E-01	7.84E-01	5.42E-01	6.56E-02	1.07E-01	3.53E-02	
gene-SPN23F_RS07465	4.30E-01	2.47E-01	7.45E-01	2.37E-02	7.29E-02	1.89E-02	
gene-SPN23F_RS07470	2.57E-01	8.62E-03	9.69E-01	-4.34E-03	1.11E-01	2.27E-03	
gene-SPN23F_RS07480	7.33E-02	9.74E-02	8.87E-01	2.20E-02	1.54E-01	8.27E-03	
gene-SPN23F_RS07485	4.47E-01	6.24E-01	3.80E-01	1.00E-01	1.14E-01	5.09E-02	
gene-SPN23F_RS07490	1.07E-01	4.95E-02	7.80E-01	7.37E-02	2.64E-01	1.62E-02	
gene-SPN23F_RS07495	6.17E-01	5.35E-01	4.77E-01	9.26E-02	1.30E-01	4.12E-02	
gene-SPN23F_RS07500	3.37E-01	2.66E-03	8.18E-01	2.19E-02	9.55E-02	1.33E-02	
gene-SPN23F_RS07505	2.73E-01	1.13E-04	8.18E-01	2.89E-02	1.26E-01	1.33E-02	
gene-SPN23F_RS07515	5.77E-01	9.07E-03	9.44E-01	7.81E-03	1.11E-01	4.08E-03	
gene-SPN23F_RS07520	7.30E-01	7.44E-01	3.54E-01	-9.11E-02	9.80E-02	5.37E-02	
gene-SPN23F_RS13945	8.83E-01	6.37E-04	4.44E-01	1.22E-01	1.59E-01	4.43E-02	
gene-SPN23F_RS07530	6.87E-01	1.51E-02	6.35E-02	1.70E-01	9.12E-02	1.07E-01	
gene-SPN23F_RS07535	1.67E-01	7.71E-03	4.03E-01	-7.17E-02	8.56E-02	4.85E-02	
gene-SPN23F_RS07540	9.20E-01	1.88E-02	6.52E-01	6.90E-02	1.53E-01	2.61E-02	
gene-SPN23F_RS07545	1.53E-01	2.87E-07	1.64E-01	1.62E-01	1.16E-01	8.05E-02	
gene-SPN23F_RS07555	7.17E-01	3.75E-04	6.75E-01	3.92E-02	9.34E-02	2.43E-02	
gene-SPN23F_RS07560	1.40E-01	7.88E-04	7.39E-01	6.61E-02	1.98E-01	1.93E-02	
gene-SPN23F_RS07565	2.30E-01	2.19E-05	5.66E-01	-8.45E-02	1.47E-01	3.32E-02	
gene-SPN23F_RS07570	5.30E-01	2.50E-03	4.98E-01	7.70E-02	1.14E-01	3.93E-02	
gene-SPN23F_RS07575	2.17E-01	6.98E-01	4.20E-01	1.33E-01	1.64E-01	4.67E-02	
gene-SPN23F_RS07580	8.23E-01	6.01E-06	1.75E-01	2.18E-01	1.60E-01	7.85E-02	
gene-SPN23F_RS07590	2.60E-01	7.35E-01	9.23E-01	1.10E-02	1.13E-01	5.63E-03	
gene-SPN23F_RS07595	2.00E-02	3.57E-01	9.84E-01	1.36E-02	6.71E-01	1.17E-03	bad-chisq
gene-SPN23F_RS07600	3.57E-01	1.35E-02	6.27E-01	-5.07E-02	1.04E-01	2.82E-02	
gene-SPN23F_RS13035	8.83E-01	2.53E-01	2.10E-01	1.47E-01	1.17E-01	7.26E-02	
gene-SPN23F_RS07610	7.90E-01	6.83E-01	4.68E-01	9.83E-02	1.35E-01	4.20E-02	
gene-SPN23F_RS07615	6.97E-01	1.65E-04	5.93E-01	7.04E-02	1.32E-01	3.09E-02	
gene-SPN23F_RS07625	4.40E-01	4.39E-05	7.16E-01	3.36E-02	9.23E-02	2.11E-02	
gene-SPN23F_RS07630	3.60E-01	7.96E-02	6.95E-01	-4.33E-02	1.11E-01	2.27E-02	
gene-SPN23F_RS07635	3.63E-01	5.54E-02	7.82E-01	3.75E-02	1.35E-01	1.61E-02	
gene-SPN23F_RS07640	1.67E-01	3.55E-01	5.98E-01	6.38E-02	1.21E-01	3.05E-02	
gene-SPN23F_RS07645	1.30E-01	1.93E-10	2.36E-01	2.78E-01	2.34E-01	6.87E-02	
gene-SPN23F_RS07650	6.07E-01	8.87E-03	8.20E-01	2.57E-02	1.13E-01	1.32E-02	
gene-SPN23F_RS07655	7.13E-01	3.43E-01	9.93E-01	1.26E-03	1.34E-01	5.44E-04	
gene-SPN23F_RS07660	3.23E-01	5.44E-04	8.82E-01	-1.56E-02	1.05E-01	8.58E-03	
gene-SPN23F_RS07665	6.17E-01	1.18E-05	9.53E-02	-1.54E-01	9.21E-02	9.65E-02	
gene-SPN23F_RS07670	6.93E-01	2.26E-01	9.06E-01	1.06E-02	8.96E-02	6.82E-03	
gene-SPN23F_RS07675	8.93E-01	8.00E-05	2.58E-01	1.77E-01	1.56E-01	6.56E-02	
gene-SPN23F_RS07680	7.53E-01	4.83E-05	8.50E-01	-2.03E-02	1.07E-01	1.10E-02	
gene-SPN23F_RS07685	7.30E-01	8.42E-04	1.19E-01	1.50E-01	9.57E-02	9.01E-02	
gene-SPN23F_RS07690	5.80E-01	3.13E-02	8.37E-01	-2.35E-02	1.14E-01	1.19E-02	
gene-SPN23F_RS07695	6.67E-02	8.16E-04	3.17E-01	-2.21E-01	2.20E-01	5.80E-02	bad-chisq
gene-SPN23F_RS07700	4.73E-01	3.30E-02	6.55E-01	-3.85E-02	8.63E-02	2.59E-02	
gene-SPN23F_RS07705	3.67E-02	1.50E-01	1.65E-01	5.72E-01	4.11E-01	8.04E-02	
gene-SPN23F_RS07710	2.87E-01	8.99E-01	6.25E-01	-5.58E-02	1.14E-01	2.84E-02	
gene-SPN23F_RS07720	5.17E-01	1.30E-01	4.47E-01	6.79E-02	8.91E-02	4.41E-02	
gene-SPN23F_RS07725	4.50E-01	2.88E-01	7.82E-01	1.16E-02	4.19E-02	1.60E-02	
gene-SPN23F_RS07730	8.67E-02	9.75E-01	9.59E-02	2.01E-01	1.21E-01	9.63E-02	
gene-SPN23F_RS07865	2.73E-01	9.32E-02	8.84E-01	7.48E-03	5.13E-02	8.44E-03	
gene-SPN23F_RS07870	1.63E-01	2.48E-02	2.93E-01	6.12E-02	5.82E-02	6.09E-02	
gene-SPN23F_RS07905	5.33E-02	2.68E-07	1.57E-03	3.34E-01	1.05E-01	1.82E-01	bad-chisq
gene-SPN23F_RS07970	3.43E-01	2.64E-01	6.09E-01	-5.80E-02	1.13E-01	2.97E-02	
gene-SPN23F_RS07975	4.70E-01	4.47E-12	1.05E-01	-1.49E-01	9.15E-02	9.37E-02	
gene-SPN23F_RS07980	3.33E-01	1.55E-04	5.05E-01	1.04E-01	1.55E-01	3.86E-02	
gene-SPN23F_RS07985	7.33E-02	3.37E-02	6.10E-01	-9.25E-02	1.81E-01	2.96E-02	
gene-SPN23F_RS07990	2.00E-02	3.57E-01	9.84E-01	1.36E-02	6.71E-01	1.17E-03	bad-chisq
gene-SPN23F_RS07995	1.37E-01	1.27E-07	5.23E-02	2.52E-01	1.29E-01	1.12E-01	
gene-SPN23F_RS13590	5.00E-02	1.19E-05	1.69E-01	1.75E-01	1.27E-01	7.96E-02	
gene-SPN23F_RS08005	3.27E-01	5.36E-04	2.48E-01	1.10E-01	9.46E-02	6.69E-02	
gene-SPN23F_RS08010	6.67E-02	7.35E-05	8.47E-02	1.85E-01	1.07E-01	9.97E-02	
gene-SPN23F_RS08015	8.17E-01	5.15E-05	2.85E-01	1.10E-01	1.03E-01	6.19E-02	
gene-SPN23F_RS08020	1.50E-01	4.65E-06	1.43E-01	-2.74E-01	1.87E-01	8.47E-02	
gene-SPN23F_RS08025	6.93E-01	2.36E-02	3.28E-01	8.54E-02	8.71E-02	5.67E-02	
gene-SPN23F_RS08030	5.07E-01	5.60E-04	1.48E-02	-2.28E-01	9.28E-02	1.41E-01	
gene-SPN23F_RS08035	1.27E-01	2.65E-01	6.60E-02	2.70E-01	1.46E-01	1.06E-01	
gene-SPN23F_RS08040	5.10E-01	3.99E-01	9.90E-01	1.36E-03	1.11E-01	7.08E-04	
gene-SPN23F_RS13295	5.97E-01	4.22E-03	6.11E-01	5.75E-02	1.13E-01	2.95E-02	
gene-SPN23F_RS08050	2.20E-01	2.92E-04	5.20E-01	7.61E-02	1.18E-01	3.73E-02	
gene-SPN23F_RS08060	1.67E-01	1.74E-01	2.91E-02	2.82E-01	1.29E-01	1.26E-01	
gene-SPN23F_RS08065	1.63E-01	3.12E-06	2.07E-01	2.15E-01	1.70E-01	7.31E-02	
gene-SPN23F_RS08070	3.87E-01	2.97E-01	8.39E-01	2.32E-02	1.14E-01	1.18E-02	
gene-SPN23F_RS08075	6.47E-01	3.59E-01	4.76E-01	-7.94E-02	1.11E-01	4.13E-02	
gene-SPN23F_RS08080	6.50E-01	4.27E-02	2.40E-01	-1.39E-01	1.18E-01	6.80E-02	
gene-SPN23F_RS08085	5.33E-01	2.29E-01	7.28E-01	-4.21E-02	1.21E-01	2.02E-02	
gene-SPN23F_RS08090	1.30E-01	8.88E-01	4.90E-01	9.60E-02	1.39E-01	4.00E-02	
gene-SPN23F_RS08095	3.57E-01	1.85E-03	3.03E-01	1.13E-01	1.09E-01	5.97E-02	
gene-SPN23F_RS08115	2.60E-01	7.05E-04	7.83E-01	3.20E-02	1.16E-01	1.60E-02	
gene-SPN23F_RS08120	2.27E-01	1.20E-02	8.06E-01	-2.97E-02	1.21E-01	1.42E-02	
gene-SPN23F_RS08125	6.23E-01	1.32E-03	8.04E-01	2.85E-02	1.15E-01	1.44E-02	
